datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name
0.7495,271.3,METERS,GHCND:USC00362669,41.8721,-75.2656,1956-01-01,1945-01-01,"EQUINUNK, PA US"
0.9101,271.3,METERS,GHCND:USC00362671,41.8721,-75.2656,2014-01-01,1959-01-01,"EQUINUNK, PA US"
0.9995,210,METERS,GHCND:USC00362677,42.11667,-80.08333,1953-01-01,1949-01-01,"ERIE WEATHER BUREAU CITY, PA US"
0.5238,304.8,METERS,GHCND:USC00362721,40.00872,-78.35854,2021-01-01,1898-01-01,"EVERETT, PA US"
0.5997,455.7,METERS,GHCND:USC00362751,41.15,-78.816667,1931-01-01,1922-01-01,"FALLS CREEK, PA US"
0.9995,177.7,METERS,GHCND:USC00362772,41.166667,-77.5,1899-01-01,1895-01-01,"FARRANDSVILLE, PA US"
0.84,259.1,METERS,GHCND:USC00362814,41.21667,-80.51667,1980-01-01,1912-01-01,"FARRELL SHARON, PA US"
0.9481,283.5,METERS,GHCND:USC00362942,40.71507,-79.51345,2020-01-01,1943-01-01,"FORD CITY 4 S DAM, PA US"
0.6466,502.9,METERS,GHCND:USC00362951,41.716667,-75.483333,1938-01-01,1922-01-01,"FOREST CITY 5 N, PA US"
0.7889,459.9,METERS,GHCND:USC00363018,41.1184,-75.7277,2020-01-01,1964-01-01,"FRANCIS E WALTER DAM, PA US"
0.7835,309.4,METERS,GHCND:USC00363028,41.4004,-79.8305,2021-01-01,1897-01-01,"FRANKLIN, PA US"
0.7773,289.9,METERS,GHCND:USC00363047,40.43333,-75.66667,1955-01-01,1938-01-01,"FREDERICKSVILLE 2 SE, PA US"
0.8547,580,METERS,GHCND:USC00363056,41.01667,-75.9,1989-01-01,1914-01-01,"FREELAND, PA US"
0.4997,225.9,METERS,GHCND:USC00363061,40.5,-79.75,1907-01-01,1904-01-01,"FREEPORT, PA US"
0.9327,410,METERS,GHCND:USC00363130,41.7356,-77.6516,2021-01-01,1932-01-01,"GALETON, PA US"
0.545,244.1,METERS,GHCND:USC00363155,40.01667,-77.21667,1972-01-01,1962-01-01,"GARDNERS, PA US"
0.8209,396.2,METERS,GHCND:USC00363158,41.81667,-79.45,2002-01-01,1975-01-01,"GARLAND 1 SW, PA US"
0.8661,121.9,METERS,GHCND:USC00363189,40.2,-75.83333,1975-01-01,1946-01-01,"GEIGERTOWN, PA US"
0.9149,43,METERS,GHCND:USC00363200,40.21667,-74.93333,1977-01-01,1907-01-01,"GEORGE SCHOOL, PA US"
0.9995,589.8,METERS,GHCND:USC00363211,41.65,-77.66667,1983-01-01,1973-01-01,"GERMANIA, PA US"
0.8661,164.9,METERS,GHCND:USC00363218,39.83333,-77.23333,1982-01-01,1893-01-01,"GETTYSBURG, PA US"
0.9993,216.4,METERS,GHCND:USC00363226,39.8815,-77.3506,2021-01-01,2011-01-01,"CASHTOWN 1 S, PA US"
0.6664,677,METERS,GHCND:USC00363237,41.85,-78.6,1954-01-01,1949-01-01,"GIFFORD, PA US"
0.8494,485.9,METERS,GHCND:USC00363293,39.8255,-78.83,2021-01-01,2002-01-01,"GLENCOE, PA US"
0.9993,576.1,METERS,GHCND:USC00363295,39.81667,-78.83333,2000-01-01,1982-01-01,"GLENCOE 1 E, PA US"
0.2998,491,METERS,GHCND:USC00363298,39.81667,-78.83333,1950-01-01,1941-01-01,"GLENCOE 1 ENE, PA US"
0.9993,470,METERS,GHCND:USC00363310,41.55,-78.6,1952-01-01,1949-01-01,"GLEN HAZEL 1 NE DAM, PA US"
0.7995,524.3,METERS,GHCND:USC00363311,41.56067,-78.59943,2021-01-01,1942-01-01,"GLEN HAZEL 2 NE DAM, PA US"
0.9993,417.6,METERS,GHCND:USC00363316,40.8,-78.5,2001-01-01,1990-01-01,"GLEN HOPE, PA US"
0.9026,152.4,METERS,GHCND:USC00363321,40.0962,-75.7513,2021-01-01,1960-01-01,"GLENMOORE, PA US"
0.7787,216.4,METERS,GHCND:USC00363343,40.54886,-80.20578,2020-01-01,1944-01-01,"GLENWILLARD DASHIELDS LOCK AND DAM, PA US"
0.9801,274.9,METERS,GHCND:USC00363379,40.75,-76.33333,1955-01-01,1904-01-01,"GORDON, PA US"
0.8643,576.1,METERS,GHCND:USC00363394,41.25,-75.45,1987-01-01,1914-01-01,"GOULDSBORO, PA US"
0.6664,442,METERS,GHCND:USC00363413,40.9,-78.7,1899-01-01,1894-01-01,"GRAMPIAN, PA US"
0.9406,460.2,METERS,GHCND:USC00363417,40.96669,-78.58718,2021-01-01,2005-01-01,"GRAMPIAN 1 E, PA US"
0.7994,156.1,METERS,GHCND:USC00363422,40.36667,-76.68333,1956-01-01,1942-01-01,"GRANTVILLE 2 SW, PA US"
0.6934,46,METERS,GHCND:USC00363435,40.23333,-75.45,1969-01-01,1921-01-01,"GRATERFORD, PA US"
0.5733,85,METERS,GHCND:USC00363437,40.22941,-75.42413,2020-01-01,1960-01-01,"GRATERFORD 1 E, PA US"
0.9991,232,METERS,GHCND:USC00363438,40.63333,-76.71667,1960-01-01,1952-01-01,"GRATZ 1 N, PA US"
0.9993,243.8,METERS,GHCND:USC00363451,39.7833,-79.9167,2021-01-01,1996-01-01,"GRAYS LANDING, PA US"
0.5131,93,METERS,GHCND:USC00363488,40.3421,-75.4784,2016-01-01,1980-01-01,"GREEN LANE, PA US"
0.7976,240.2,METERS,GHCND:USC00363503,39.78333,-79.91667,1996-01-01,1888-01-01,"GREENSBORO LOCK 7, PA US"
0.8366,299,METERS,GHCND:USC00363510,40.26667,-79.55,1952-01-01,1910-01-01,"GREENSBURG 2 S, PA US"
0.4997,378,METERS,GHCND:USC00363516,40.28333,-79.5,1958-01-01,1909-01-01,"GREENSBURG 3 SE UNIT, PA US"
0.8205,344.4,METERS,GHCND:USC00363526,41.41667,-80.36667,1997-01-01,1903-01-01,"GREENVILLE 2 NE, PA US"
0.9422,411.5,METERS,GHCND:USC00363542,41.1535,-80.073333,1941-01-01,1907-01-01,"GROVE CITY, PA US"
0.48,112.5,METERS,GHCND:USC00363632,40.55156,-75.99105,2020-01-01,1894-01-01,"HAMBURG, PA US"
0.8883,116.1,METERS,GHCND:USC00363633,40.56667,-75.98333,1983-01-01,1975-01-01,"HAMBURG 2, PA US"
0.0937,457.2,METERS,GHCND:USC00363651,41.416667,-75.4,1927-01-01,1896-01-01,"HAMLIN, PA US"
0.8309,182.9,METERS,GHCND:USC00363662,39.8,-76.98333,1993-01-01,1905-01-01,"HANOVER, PA US"
0.9304,170.1,METERS,GHCND:USC00363665,39.77047,-77.03255,2021-01-01,1993-01-01,"HANOVER 4 SW, PA US"
0.8744,128,METERS,GHCND:USC00363698,40.28171,-76.87049,2021-01-01,1998-01-01,"HARRISBURG 1 NE, PA US"
0.9992,164.6,METERS,GHCND:USC00363702,40.266667,-76.866667,1929-01-01,1923-01-01,"HARRISBURG EAST, PA US"
0.6581,98.1,METERS,GHCND:USC00363704,40.3,-76.9,1963-01-01,1923-01-01,"HARRISBURG NORTH, PA US"
0.7495,88.4,METERS,GHCND:USC00363706,40.2548,-76.8861,1941-01-01,1890-01-01,"HARRISBURG RIVER GAGE, PA US"
0.9994,120.1,METERS,GHCND:USC00363711,40.26667,-76.88333,1942-01-01,1889-01-01,"HARRISBURG, PA US"
0.7412,271.3,METERS,GHCND:USC00363758,41.4764,-75.1652,2017-01-01,1898-01-01,"HAWLEY 1 E, PA US"
0.7773,366.1,METERS,GHCND:USC00363761,41.46667,-75.18333,1958-01-01,1950-01-01,"HAWLEY 1 S WALLEN DA, PA US"
0.9991,502.9,METERS,GHCND:USC00363799,40.953,-75.971667,1953-01-01,1951-01-01,"HAZELTON, PA US"
0.9994,219.5,METERS,GHCND:USC00363831,40.45,-79.983333,1937-01-01,1898-01-01,"HERRS ISLAND DAM, PA US"
0.4998,256,METERS,GHCND:USC00363897,39.73333,-78.53333,1950-01-01,1945-01-01,"HEWITT 2 S, PA US"
0.9995,876.6,METERS,GHCND:USC00363928,40.04204,-79.25661,2021-01-01,2017-01-01,"HIDDEN VALLEY, PA US"
0.0555,301.8,METERS,GHCND:USC00364001,40.43883,-78.41726,1949-01-01,1896-01-01,"HOLLIDAYSBURG 2 NW, PA US"
0.9171,417.6,METERS,GHCND:USC00364008,41.38333,-75.43333,2000-01-01,1928-01-01,"HOLLISTERVILLE, PA US"
0.8935,57.9,METERS,GHCND:USC00364019,39.83333,-76.33333,1999-01-01,1915-01-01,"HOLTWOOD, PA US"
0.9032,429.8,METERS,GHCND:USC00364043,41.61667,-75.31667,1996-01-01,1945-01-01,"HONESDALE 4 NW, PA US"
0.0571,317,METERS,GHCND:USC00364044,41.65,-75.26667,1949-01-01,1915-01-01,"HONESDALE 5 NNW, PA US"
0.9467,202.7,METERS,GHCND:USC00364047,40.0881,-75.908,2014-01-01,1958-01-01,"HONEY BROOK 2 SSE, PA US"
0.9558,509,METERS,GHCND:USC00364058,40.15,-78.91667,1960-01-01,1938-01-01,"HOOVERSVILLE, PA US"
0.8381,274.9,METERS,GHCND:USC00364066,41.71667,-75.71667,1974-01-01,1944-01-01,"HOP BOTTOM 2 SE, PA US"
0.916,167.6,METERS,GHCND:USC00364076,40.15917,-75.88556,2002-01-01,1979-01-01,"HOPEWELL MORGANTOWN, PA US"
0.9986,207,METERS,GHCND:USC00364099,40.98333,-77.71667,1952-01-01,1951-01-01,"HOWARD 4 SW, PA US"
0.9991,360,METERS,GHCND:USC00364141,41.25,-76.05,1973-01-01,1971-01-01,"HUNLOCK CREEK 4 N, PA US"
0.4658,208.8,METERS,GHCND:USC00364159,40.5153,-78.0025,2012-01-01,1895-01-01,"HUNTINGDON, PA US"
0.869,189,METERS,GHCND:USC00364166,40.1,-77.3,1986-01-01,1941-01-01,"HUNTSDALE, PA US"
0.7608,292.6,METERS,GHCND:USC00364190,39.81667,-78.73333,1993-01-01,1906-01-01,"HYNDMAN, PA US"
0.9453,335.9,METERS,GHCND:USC00364214,40.5972,-79.1186,2020-01-01,1947-01-01,"INDIANA 3 SE, PA US"
0.4894,396.8,METERS,GHCND:USC00364219,40.61667,-79.16667,1952-01-01,1904-01-01,"INDIANA, PA US"
0.8881,259.1,METERS,GHCND:USC00364258,40.45,-80.083333,1932-01-01,1924-01-01,"INGRAM, PA US"
0.7576,335.9,METERS,GHCND:USC00364276,40.33333,-79.7,1958-01-01,1897-01-01,"IRWIN, PA US"
1,515.1,METERS,GHCND:USC00364304,41.95,-77.01667,1950-01-01,1949-01-01,"JACKSON SUMMIT, PA US"
0.8517,312.4,METERS,GHCND:USC00364325,41.4992,-80.4681,2019-01-01,1932-01-01,"JAMESTOWN 2 NW, PA US"
0.3333,173.7,METERS,GHCND:USC00364361,41.2,-77.516667,1923-01-01,1921-01-01,"JERSEY SHORE, PA US"
0.6662,167.9,METERS,GHCND:USC00364363,41.2,-77.25,1978-01-01,1958-01-01,"JERSEY SHORE, PA US"
0.9995,253,METERS,GHCND:USC00364370,40.86667,-75.75,1959-01-01,1954-01-01,"JIM THORPE, PA US"
0.8608,370,METERS,GHCND:USC00364385,40.33333,-78.91667,1992-01-01,1892-01-01,"JOHNSTOWN, PA US"
0.2104,171,METERS,GHCND:USC00364425,40.36667,-77.81667,1948-01-01,1930-01-01,"JUNIATA HOUSE, PA US"
0.8883,533.4,METERS,GHCND:USC00364432,41.67697,-78.80358,2021-01-01,1941-01-01,"KANE 1 NNE, PA US"
0.5712,613,METERS,GHCND:USC00364437,41.6,-78.76667,1939-01-01,1933-01-01,"KANE 5 SE, PA US"
0.2985,271.3,METERS,GHCND:USC00364450,41.1157,-78.1121,1971-01-01,1895-01-01,"KARTHAUS RIVER, PA US"
0.7495,561.1,METERS,GHCND:USC00364466,41.68333,-78.18333,1955-01-01,1952-01-01,"KEATING SUMMIT, PA US"
1,417.9,METERS,GHCND:USC00364477,41.1,-78.15,1975-01-01,1974-01-01,"KEEWAYDIN, PA US"
0.5362,390.1,METERS,GHCND:USC00364481,39.98333,-78.71667,1991-01-01,1951-01-01,"KEGG, PA US"
0.5354,103.6,METERS,GHCND:USC00364533,39.85,-75.716667,1921-01-01,1894-01-01,"KENNETT SQUARE, PA US"
0.9995,384,METERS,GHCND:USC00364571,41.8421,-79.01706,2021-01-01,2017-01-01,"KINZUA DAM, PA US"
0.7535,240.8,METERS,GHCND:USC00364611,40.81667,-79.53333,2012-01-01,1952-01-01,"KITTANNING LOCK 7, PA US"
0.6663,585.2,METERS,GHCND:USC00364665,40.116667,-79.283333,1939-01-01,1925-01-01,"KREGAR, PA US"
0.8883,772.1,METERS,GHCND:USC00364667,40.1,-79.23333,1959-01-01,1942-01-01,"KREGAR 4 SE, PA US"
0.8292,253,METERS,GHCND:USC00364672,40.9,-75.53333,1989-01-01,1943-01-01,"KRESGEVILLE 2 W, PA US"
0.9993,518.2,METERS,GHCND:USC00364701,41,-78.166667,1941-01-01,1931-01-01,"KYLERTOWN, PA US"
0.9995,650.1,METERS,GHCND:USC00364706,41.8,-78.66667,1954-01-01,1949-01-01,"LAFAYETTE MC KEAN PA, PA US"
0.9623,415.1,METERS,GHCND:USC00364727,41.21667,-75.05,1986-01-01,1960-01-01,"LAKE MINISINK, PA US"
0.8366,445,METERS,GHCND:USC00364733,41.45,-75.26667,1970-01-01,1928-01-01,"HAWLEY 4 SW, PA US"
0.712,78.9,METERS,GHCND:USC00364758,40.05,-76.28333,1974-01-01,1895-01-01,"LANCASTER, PA US"
0.5339,82.3,METERS,GHCND:USC00364763,40.0499,-76.2742,2021-01-01,1949-01-01,"LANCASTER 2 NE FILT PLANT, PA US"
1,110,METERS,GHCND:USC00364768,40.06667,-76.28333,1951-01-01,1949-01-01,"LANCASTER 3 NE, PA US"
0.9414,109.7,METERS,GHCND:USC00364778,40.11903,-76.4265,2021-01-01,1953-01-01,"LANDISVILLE 2 NW, PA US"
0.8326,112.2,METERS,GHCND:USC00364798,40.25,-75.283333,1909-01-01,1904-01-01,"LANSDALE, PA US"
0.6995,348.1,METERS,GHCND:USC00364804,40.83333,-75.88333,1954-01-01,1925-01-01,"LANSFORD, PA US"
0.6246,317,METERS,GHCND:USC00364809,40.83333,-75.88333,1949-01-01,1942-01-01,"LANSFORD FOREMANS SH, PA US"
0.966,599.2,METERS,GHCND:USC00364815,41.4234,-76.4933,2020-01-01,1991-01-01,"LAPORTE, PA US"
0.928,305.1,METERS,GHCND:USC00364832,40.31667,-79.38333,1956-01-01,1929-01-01,"LATROBE, PA US"
0.9991,388.3,METERS,GHCND:USC00364833,40.2039,-79.2171,2021-01-01,2019-01-01,"LAUGHLINTOWN 1 SW, PA US"
0.9991,823,METERS,GHCND:USC00364835,39.7925,-79.70167,2010-01-01,2008-01-01,"LAUREL CAVERNS, PA US"
0.6337,841.2,METERS,GHCND:USC00364836,40.2004,-79.1882,2010-01-01,1970-01-01,"LAUREL MOUNTAIN, PA US"
0.8794,832.1,METERS,GHCND:USC00364839,40.1692,-79.1411,2021-01-01,1997-01-01,"LAUREL SUMMIT, PA US"
0.6203,243.8,METERS,GHCND:USC00364853,40.90167,-77.21389,2006-01-01,1949-01-01,"LAURELTON CENTER, PA US"
0.8284,281,METERS,GHCND:USC00364873,41.96667,-77.13333,1974-01-01,1899-01-01,"LAWRENCEVILLE 2 S, PA US"
0.8111,180.1,METERS,GHCND:USC00364891,40.35,-76.48333,1962-01-01,1894-01-01,"LEBANON 4 WNW, PA US"
0.9993,180.1,METERS,GHCND:USC00364893,40.35,-76.48333,1965-01-01,1962-01-01,"LEBANON 4 WNW, PA US"
0.6571,137.2,METERS,GHCND:USC00364896,40.3333,-76.4667,2021-01-01,1949-01-01,"LEBANON 2 W, PA US"
0.9989,708.1,METERS,GHCND:USC00364904,41.15,-78.33333,1948-01-01,1944-01-01,"LECONTES MILLS 5 NW, PA US"
0.9986,329.2,METERS,GHCND:USC00364932,41.035833,-75.758,1945-01-01,1944-01-01,"LEHIGH TANNERY, PA US"
0.8367,138.7,METERS,GHCND:USC00364934,40.8223,-75.6962,2020-01-01,1935-01-01,"LEHIGHTON 1 SSW, PA US"
0.6534,317,METERS,GHCND:USC00364972,41.68333,-76.71667,1996-01-01,1893-01-01,"LE ROY, PA US"
0.8794,152.4,METERS,GHCND:USC00364976,40.94744,-76.87848,2021-01-01,1997-01-01,"LEWISBURG, PA US"
0.6541,134.1,METERS,GHCND:USC00364979,40.966667,-76.866667,1949-01-01,1895-01-01,"LEWISBURG, PA US"
0.6964,475.5,METERS,GHCND:USC00364983,41.86667,-78.65,2004-01-01,1972-01-01,"LEWIS RUN, PA US"
0.9493,530.4,METERS,GHCND:USC00364984,41.84167,-78.64333,1968-01-01,1949-01-01,"LEWIS RUN 3 SE, PA US"
0.7971,140.2,METERS,GHCND:USC00364992,40.5864,-77.5692,2021-01-01,1938-01-01,"LEWISTOWN, PA US"
0.3998,315.5,METERS,GHCND:USC00365046,41.65,-80.433333,1939-01-01,1915-01-01,"LINESVILLE, PA US"
0.5769,313.9,METERS,GHCND:USC00365050,41.6458,-80.425,2020-01-01,1924-01-01,"LINESVILLE 1 S, PA US"
0.7137,365.8,METERS,GHCND:USC00365081,41.55,-77.383333,1921-01-01,1915-01-01,"LLOYD, PA US"
0.9994,231.6,METERS,GHCND:USC00365101,40.15,-79.9,1930-01-01,1886-01-01,"LOCK NUMBER 4, PA US"
0.7877,167.9,METERS,GHCND:USC00365104,41.13333,-77.41667,1977-01-01,1893-01-01,"LOCK HAVEN, PA US"
0.616,172.5,METERS,GHCND:USC00365109,41.131,-77.4336,2021-01-01,1949-01-01,"LOCK HAVEN SEWAGE PLANT, PA US"
0.8882,548.6,METERS,GHCND:USC00365160,41.11917,-75.54806,2000-01-01,1947-01-01,"LONG POND POCONO LAKE, PA US"
0.5361,301.8,METERS,GHCND:USC00365212,40.4586,-79.4503,2020-01-01,1980-01-01,"LOYALHANNA LAKE, PA US"
0.8456,353.6,METERS,GHCND:USC00365230,40.316667,-79.483333,1941-01-01,1929-01-01,"LUXOR, PA US"
0.6904,433.1,METERS,GHCND:USC00365259,40.23333,-79.4,1949-01-01,1895-01-01,"LYCIPPUS 1 E, PA US"
0.9993,207.3,METERS,GHCND:USC00365261,40.566667,-76.7,1933-01-01,1915-01-01,"LYKENS, PA US"
0.9993,396.8,METERS,GHCND:USC00365275,41.6,-79.05,1965-01-01,1958-01-01,"LYNCH, PA US"
0.8744,487.7,METERS,GHCND:USC00365336,40.8,-78.4,1989-01-01,1950-01-01,"MADERA 2 SE, PA US"
0.9992,390.1,METERS,GHCND:USC00365342,40.88333,-78.73333,1968-01-01,1951-01-01,"MAHAFFEY, PA US"
0.8158,521.2,METERS,GHCND:USC00365344,40.83435,-76.14374,2021-01-01,1973-01-01,"MAHANOY CITY 2 N, PA US"
1,249.9,METERS,GHCND:USC00365347,40.932564,-79.45921,1895-01-01,1893-01-01,"MAHONING, PA US"
0.9161,73.2,METERS,GHCND:USC00365368,40.21667,-75.21667,1970-01-01,1947-01-01,"SPRINGHOUSE 2 NE, PA US"
0.8442,176.8,METERS,GHCND:USC00365381,40.4,-77.93333,1996-01-01,1939-01-01,"MAPLETON DEPOT, PA US"
0.6877,3,METERS,GHCND:USC00365390,39.8253,-75.4283,2013-01-01,1921-01-01,"MARCUS HOOK, PA US"
0.9223,195.1,METERS,GHCND:USC00365404,39.85,-77.7,1916-01-01,1904-01-01,"MARION, PA US"
0.9085,491,METERS,GHCND:USC00365408,40.75,-79.03333,1994-01-01,1940-01-01,"MARION CENTER 2 SE, PA US"
0.9986,647.1,METERS,GHCND:USC00365435,41.85,-78.75,1949-01-01,1948-01-01,"MARSHBURG, PA US"
0.3331,415.1,METERS,GHCND:USC00365453,40.3,-78.33333,1950-01-01,1939-01-01,"MARTINSBURG 1 SW, PA US"
0.7217,139.9,METERS,GHCND:USC00365470,41.3913,-74.7173,2012-01-01,1905-01-01,"MATAMORAS, PA US"
0.7372,253,METERS,GHCND:USC00365479,40.86667,-75.75,1954-01-01,1894-01-01,"JIM THORPE, PA US"
0.6662,351.1,METERS,GHCND:USC00365490,41.6,-79.21667,1956-01-01,1945-01-01,"MAYBURG, PA US"
0.7995,262.1,METERS,GHCND:USC00365526,39.9258,-78.0047,1963-01-01,1939-01-01,"MCCONNELLSBURG 1 SW, PA US"
0.2725,714.1,METERS,GHCND:USC00365534,40.5,-78.13333,1950-01-01,1940-01-01,"MC CONNELLSTOWN 4 NW, PA US"
0.8744,360,METERS,GHCND:USC00365541,40.83333,-79.11667,1948-01-01,1941-01-01,"MC CORMICK, PA US"
0.7217,225.6,METERS,GHCND:USC00365573,40.3391,-79.8604,2017-01-01,1928-01-01,"MCKEESPORT, PA US"
1,582.2,METERS,GHCND:USC00365601,41.21667,-75.63333,1950-01-01,1949-01-01,"MEADOW RUN PONDS, PA US"
0.8304,324.6,METERS,GHCND:USC00365606,41.63333,-80.16667,1999-01-01,1929-01-01,"MEADVILLE 1 S, PA US"
0.9986,345,METERS,GHCND:USC00365611,41.71667,-80.23333,1953-01-01,1952-01-01,"MEADVILLE 7 NW, PA US"
0.5997,64,METERS,GHCND:USC00365623,39.933333,-75.366667,1919-01-01,1915-01-01,"MEDIA, PA US"
0.9994,335.9,METERS,GHCND:USC00365627,41.28333,-78.4,1967-01-01,1949-01-01,"MEDIX RUN, PA US"
0.5786,371.9,METERS,GHCND:USC00365651,41.2246,-80.2349,2009-01-01,1953-01-01,"MERCER, PA US"
0.7033,164.9,METERS,GHCND:USC00365662,39.83333,-77.9,1990-01-01,1937-01-01,"MERCERSBURG 1 E, PA US"
0.1666,300.2,METERS,GHCND:USC00365676,40.96667,-75.46667,1949-01-01,1926-01-01,"MERWINSBURG, PA US"
0.8689,641,METERS,GHCND:USC00365684,39.81667,-79.01667,1962-01-01,1940-01-01,"MEYERSDALE, PA US"
0.9643,609.6,METERS,GHCND:USC00365686,39.7808,-79.041,2019-01-01,1963-01-01,"MEYERSDALE 2 SSW, PA US"
0.8793,210,METERS,GHCND:USC00365710,40.63333,-80.46667,1960-01-01,1936-01-01,"MIDLAND DAM 7, PA US"
0.9995,149.4,METERS,GHCND:USC00365720,40.566667,-77.4,1904-01-01,1895-01-01,"MIFFLIN, PA US"
0.9084,222.5,METERS,GHCND:USC00365724,40.93,-77.067,2018-01-01,2008-01-01,"MIFFLINBURG 2 NW, PA US"
0.9026,189,METERS,GHCND:USC00365726,40.571667,-77.406667,1934-01-01,1904-01-01,"MIFFLINTOWN, PA US"
0.4264,231.6,METERS,GHCND:USC00365738,41.6725,-75.0641,2019-01-01,1945-01-01,"MILANVILLE, PA US"
0.9437,152.4,METERS,GHCND:USC00365752,41.316667,-74.8,1920-01-01,1903-01-01,"MILFORD, PA US"
0.916,341.4,METERS,GHCND:USC00365790,40.8847,-77.475,2021-01-01,1950-01-01,"MILLHEIM, PA US"
0.8803,262.1,METERS,GHCND:USC00365817,41.1,-76.56667,1992-01-01,1951-01-01,"MILLVILLE 2 SW, PA US"
0.5996,313.9,METERS,GHCND:USC00365825,40.728,-77.6258,1966-01-01,1947-01-01,"MILROY 2 WNW, PA US"
0.9991,487.7,METERS,GHCND:USC00365834,40.71667,-76.35,2000-01-01,1998-01-01,"MINERSVILLE 6 NW, PA US"
0.7495,670.9,METERS,GHCND:USC00365889,41.7,-76.46667,1948-01-01,1941-01-01,"MONROETON 2 S, PA US"
0.8994,210.3,METERS,GHCND:USC00365902,40.6474,-80.3861,2021-01-01,1962-01-01,"MONTGOMERY LOCK AND DAM, PA US"
0.8673,432.8,METERS,GHCND:USC00365915,41.8511,-75.8583,2009-01-01,1904-01-01,"MONTROSE, PA US"
0.9992,357.2,METERS,GHCND:USC00365918,40.5319,-80.2172,2020-01-01,2011-01-01,"MOON TOWNSHIP, PA US"
0.6995,180.1,METERS,GHCND:USC00365956,40.158,-75.8862,2020-01-01,1951-01-01,"MORGANTOWN, PA US"
0.6919,518.2,METERS,GHCND:USC00365969,41.683333,-77.016667,1939-01-01,1927-01-01,"MORRIS RUN, PA US"
0.6662,246.9,METERS,GHCND:USC00365987,40.9,-79.48333,1950-01-01,1912-01-01,"MOSGROVE LOCK 8, PA US"
0.6246,832.1,METERS,GHCND:USC00366022,39.7996,-79.1884,2011-01-01,1996-01-01,"MOUNT DAVIS, PA US"
0.9993,203.9,METERS,GHCND:USC00366028,40.23333,-76.43333,1971-01-01,1951-01-01,"MOUNT GRETNA 2 SE, PA US"
0.8494,365.8,METERS,GHCND:USC00366037,40.383333,-80.05,1945-01-01,1926-01-01,"MOUNT LEBANON, PA US"
0.8328,305.7,METERS,GHCND:USC00366042,40.21556,-79.49944,2010-01-01,1981-01-01,"MOUNT PLEASANT, PA US"
0.6606,583.7,METERS,GHCND:USC00366055,41.13867,-75.3742,1960-01-01,1902-01-01,"TOBYHANNA POCONO MOUNTAIN AIRPORT, PA US"
0.074,249.9,METERS,GHCND:USC00366067,40.4,-77.88333,1949-01-01,1923-01-01,"MOUNT UNION I N, PA US"
0.833,534.9,METERS,GHCND:USC00366068,40.018,-78.186333,1915-01-01,1910-01-01,"MOUNTAIN HOUSE, PA US"
0.9993,338.9,METERS,GHCND:USC00366090,41.21667,-76.13333,1960-01-01,1953-01-01,"MUHLENBURG 1 SE, PA US"
0.7662,286.5,METERS,GHCND:USC00366098,41.352667,-76.586667,1939-01-01,1910-01-01,"MUNCY VALLEY, PA US"
0.1943,262.1,METERS,GHCND:USC00366111,40.412,-79.7245,2020-01-01,1949-01-01,"MURRYSVILLE 2 SW, PA US"
0.7267,146.3,METERS,GHCND:USC00366126,40.3674,-76.3064,2015-01-01,1939-01-01,"MYERSTOWN, PA US"
0.9257,231.6,METERS,GHCND:USC00366151,40.6141,-79.7193,2021-01-01,1927-01-01,"NATRONA LOCK 4, PA US"
0.6919,274.9,METERS,GHCND:USC00366174,40.66667,-77.91667,1954-01-01,1942-01-01,"NEFFS MILLS 3 NE, PA US"
0.7845,12.2,METERS,GHCND:USC00366194,40.14831,-74.95298,2021-01-01,1915-01-01,"NESHAMINY FALLS, PA US"
0.5552,217.9,METERS,GHCND:USC00366198,40.419167,-77.1875,1946-01-01,1938-01-01,"NEW BLOOMFIELD, PA US"
0.6107,225.9,METERS,GHCND:USC00366225,40.15,-77.61667,1959-01-01,1942-01-01,"NEWBURG 3 W, PA US"
0.8627,251.5,METERS,GHCND:USC00366233,41.0172,-80.3615,2020-01-01,1904-01-01,"NEW CASTLE 1 N, PA US"
0.5995,266.1,METERS,GHCND:USC00366234,40.316667,-77.566667,1912-01-01,1903-01-01,"NEW GERMANTOWN, PA US"
0.9993,184.4,METERS,GHCND:USC00366238,40.07528,-76.07147,2021-01-01,1992-01-01,"NEW HOLLAND 2 SE, PA US"
0.6048,246.9,METERS,GHCND:USC00366246,40.08333,-79.9,1976-01-01,1901-01-01,"NEWELL, PA US"
0.9265,243.8,METERS,GHCND:USC00366289,39.73427,-76.50399,2021-01-01,1926-01-01,"NEW PARK, PA US"
0.7772,115.8,METERS,GHCND:USC00366297,40.4784,-77.1292,1992-01-01,1930-01-01,"NEWPORT RIVER, PA US"
0.5993,319.1,METERS,GHCND:USC00366305,41.41278,-75.82444,2016-01-01,2012-01-01,"NEWTON RANSOM, PA US"
0.6208,289.6,METERS,GHCND:USC00366310,40.2033,-79.6274,2017-01-01,1952-01-01,"NEW STANTON 1 SW, PA US"
0.9312,210,METERS,GHCND:USC00366326,40.68333,-75.68333,1982-01-01,1939-01-01,"NEW TRIPOLI 4 E, PA US"
0.5968,18.9,METERS,GHCND:USC00366370,40.10967,-75.33708,2020-01-01,1949-01-01,"NORRISTOWN, PA US"
0.9993,323.1,METERS,GHCND:USC00366396,42.2,-79.81667,1978-01-01,1950-01-01,"NORTH EAST 2 SE, PA US"
